year,i_iso3,j_iso3,f_migstock,f_migstock_t,migstock_gross
2019,EUR,ASM,0,58.431124524725604,58.431124524725604
2000,EUR,AUS,3949362.7486248873,163412.48530236827,4112775.2339272555
2001,EUR,AUS,2726405.7087288327,342706.6250644456,3069112.3337932783
2002,EUR,AUS,1375307.489203414,306472.54920223384,1681780.0384056477
2003,EUR,AUS,3523134.9222722556,170140.10101296558,3693275.0232852213
2004,EUR,AUS,3077568.922396748,206089.32011757288,3283658.2425143206
2005,EUR,AUS,3982218.9411315816,320184.8954828869,4302403.836614468
2006,EUR,AUS,2348024.8213074584,392018.9600031582,2740043.7813106165
2007,EUR,AUS,289438.5552338313,183954.66165850364,473393.2168923349
2008,EUR,AUS,3341435.849713008,91546.29424643284,3432982.1439594408
2009,EUR,AUS,505766.3788351072,62203.70970706749,567970.0885421747
2010,EUR,AUS,854112.9545939937,152685.47919943492,1006798.4337934286
2011,EUR,AUS,2079511.6416059493,438259.59664839716,2517771.2382543464
2012,EUR,AUS,4200939.064011819,271226.53004701465,4472165.594058833
2013,EUR,AUS,2365985.3788971556,29937.111127718992,2395922.4900248745
2014,EUR,AUS,522041.4208416254,138198.94034829247,660240.3611899179
2015,EUR,AUS,2392887.1270893067,66176.37181360871,2459063.4989029155
2016,EUR,AUS,1245010.1728370294,182323.67538989492,1427333.8482269244
2017,EUR,AUS,525348.7176562175,129150.8955079506,654499.6131641681
2018,EUR,AUS,1030146.445697461,308631.8651470954,1338778.3108445564
2019,EUR,AUS,3040872.6547188745,423033.26319563645,3463905.9179145107
2000,EUR,BGD,36375.75063583208,229640.90374382777,266016.65437965986
2001,EUR,BGD,30482.334335720814,172586.03529650037,203068.36963222118
2002,EUR,BGD,58666.468385055006,145660.997928345,204327.46631340001
2003,EUR,BGD,56958.140387067455,362966.265103754,419924.40549082146
2004,EUR,BGD,17307.32743397219,349759.7890653365,367067.11649930873
2005,EUR,BGD,25035.805558684937,253484.35207674652,278520.15763543145
2006,EUR,BGD,8351.795437936184,468435.60252803727,476787.3979659735
2007,EUR,BGD,24119.62933873473,58322.366894262144,82441.99623299687
2008,EUR,BGD,43708.531300923,351745.79002363025,395454.3213245532
2009,EUR,BGD,52269.632197477775,619836.7385664659,672106.3707639436
2010,EUR,BGD,55874.16741517857,73932.56118906644,129806.72860424501
2011,EUR,BGD,56697.83179922002,247073.6845248824,303771.5163241024
2012,EUR,BGD,60264.61845994234,262191.85325292277,322456.4717128651
2013,EUR,BGD,33344.84583659677,420869.6207603668,454214.4665969636
2014,EUR,BGD,88152.19850259408,618930.6457978371,707082.8443004312
2015,EUR,BGD,7212.876676184453,432023.78319778043,439236.6598739649
2016,EUR,BGD,24875.93065903755,734900.6338323865,759776.564491424
2017,EUR,BGD,18251.562269564714,74407.05839891691,92658.62066848163
2018,EUR,BGD,29822.551006849855,751618.7598013685,781441.3108082183
2019,EUR,BGD,31880.765753838325,624149.8239222082,656030.5896760465
2000,EUR,BRN,3932.5273023599293,3984.763002259098,7917.290304619028
2001,EUR,BRN,1598.1481849818306,5757.963629641123,7356.111814622953
2002,EUR,BRN,333.6772280673497,1375.656466919258,1709.3336949866077
2003,EUR,BRN,245.76610431017343,2643.451596207032,2889.2177005172052
2004,EUR,BRN,2737.61647437226,5511.607154165804,8249.223628538064
2005,EUR,BRN,3150.7598863460125,8301.1843217758,11451.944208121811
2006,EUR,BRN,753.2595223682188,2189.8742458506395,2943.133768218858
2007,EUR,BRN,952.7075769459084,2987.500623175455,3940.2082001213635
2008,EUR,BRN,2085.9277064622847,4591.246989061414,6677.174695523699
2009,EUR,BRN,650.3711798371746,486.7263839653597,1137.0975638025343
2010,EUR,BRN,3886.68754895688,4497.647506774124,8384.335055731004
2011,EUR,BRN,490.21297431105745,7428.5461750151035,7918.759149326161
2012,EUR,BRN,2721.5176257227176,8944.583356963993,11666.10098268671
2013,EUR,BRN,896.7181315684318,5199.828797357185,6096.546928925617
2014,EUR,BRN,474.89252516768875,8161.398239651015,8636.290764818703
2015,EUR,BRN,1085.0568106670864,952.4125572184103,2037.4693678854967
2016,EUR,BRN,4493.839027453028,1016.0311569666492,5509.870184419678
2017,EUR,BRN,2442.2072594625643,9881.008815202957,12323.21607466552
2018,EUR,BRN,4280.303159463382,11629.088580396095,15909.391739859479
2019,EUR,BRN,3482.6319891172925,7591.638768587821,11074.270757705113
2000,EUR,BTN,69.67396110333502,1051.7797805943992,1121.4537416977341
2001,EUR,BTN,236.4870172328316,1093.6289995162747,1330.1160167491062
2002,EUR,BTN,164.48710779540238,294.70573975145817,459.19284754686055
2003,EUR,BTN,199.2713655952737,244.2274808451533,443.498846440427
2004,EUR,BTN,78.6937737614289,266.0785215063952,344.7722952678241
2005,EUR,BTN,244.27921867202966,1040.9558714951388,1285.2350901671684
2006,EUR,BTN,264.4598751917482,1300.1621490023192,1564.6220241940673
2007,EUR,BTN,119.49098733244463,1231.0801067386567,1350.5710940711012
2008,EUR,BTN,212.78025213744493,1137.6961944360194,1350.4764465734643
2009,EUR,BTN,270.5169453572854,726.6755925007723,997.1925378580577
2010,EUR,BTN,35.73991596698761,2532.928268128354,2568.6681840953415
2011,EUR,BTN,112.0038744952809,2475.1952515136454,2587.199126008926
2012,EUR,BTN,331.9252178523317,2829.6598744229877,3161.5850922753193
2013,EUR,BTN,75.28649593439886,835.4829985687509,910.7694945031498
2014,EUR,BTN,155.98996009256692,3217.166832718486,3373.156792811053
2015,EUR,BTN,284.0406698574312,3118.830131708831,3402.870801566262
2016,EUR,BTN,166.76519509035862,234.49132347712293,401.2565185674815
2017,EUR,BTN,154.08071145294235,2534.8512365785195,2688.931948031462
2018,EUR,BTN,169.58309217949864,2077.921677854401,2247.5047700338996
2019,EUR,BTN,24.240472793206578,4572.658647606848,4596.899120400054
2000,EUR,CAN,2995005.868512449,72633.70583324648,3067639.5743456953
2001,EUR,CAN,2683509.1978248735,266547.4804729221,2950056.6782977954
2002,EUR,CAN,3507842.0602496276,178408.7531424375,3686250.813392065
2003,EUR,CAN,3951802.4479449815,21787.038805908087,3973589.4867508896
2004,EUR,CAN,1719692.2240883377,122822.83519488137,1842515.059283219
2005,EUR,CAN,2127590.9635575325,337946.0209452894,2465536.984502822
2006,EUR,CAN,220988.13621078664,69054.58241353053,290042.7186243172
2007,EUR,CAN,2021751.6056324858,105010.79694071197,2126762.4025731976
2008,EUR,CAN,2194375.836572353,366430.57190032536,2560806.408472678
2009,EUR,CAN,615481.4080397699,104263.93603175897,719745.3440715289
2010,EUR,CAN,1943024.7370817894,261414.95321395242,2204439.690295742
2011,EUR,CAN,2916867.1692346428,174788.49890220305,3091655.668136846
2012,EUR,CAN,2696556.3743695132,388001.7172156676,3084558.0915851807
2013,EUR,CAN,2062905.1491056795,91681.10889881701,2154586.2580044963
2014,EUR,CAN,3649453.2587896027,363070.2899133208,4012523.5487029236
2015,EUR,CAN,2475344.911399341,206604.50536940078,2681949.416768742
2016,EUR,CAN,3166611.209259659,353139.4261296194,3519750.6353892786
2017,EUR,CAN,2143382.1250989363,93675.79358277199,2237057.918681708
2018,EUR,CAN,867750.202528222,167318.86201164324,1035069.0645398652
2019,EUR,CAN,701248.2837084504,147854.09709390905,849102.3808023594
2000,EUR,CHN,12614.814499845728,563287.6908487255,575902.5053485712
2001,EUR,CHN,16039.474965050453,282751.0286993624,298790.5036644129
2002,EUR,CHN,7704.409179961308,618988.9640135068,626693.3731934681
2003,EUR,CHN,8040.951494035209,501600.2877077772,509641.2392018124
2004,EUR,CHN,2287.4881325890874,1221898.7313216724,1224186.2194542615
2005,EUR,CHN,15571.769336778578,935218.4967847454,950790.2661215239
2006,EUR,CHN,13665.514679271728,363298.0106739119,376963.5253531836
2007,EUR,CHN,5244.125593734792,390493.6606082359,395737.7862019707
2008,EUR,CHN,10647.916615951659,1251152.0721358082,1261799.9887517598
2009,EUR,CHN,5114.8512125264115,1504185.5556927414,1509300.4069052679
2010,EUR,CHN,8198.140078438446,519775.0279541563,527973.1680325947
2011,EUR,CHN,16564.94455134392,261135.46372585732,277700.40827720123
2012,EUR,CHN,15093.763533597627,877712.2368434534,892806.000377051
2013,EUR,CHN,9281.330638747682,1782883.4873540895,1792164.8179928372
2014,EUR,CHN,16557.15096681528,680876.1660970583,697433.3170638736
2015,EUR,CHN,14622.556004947099,1964239.6560468292,1978862.2120517762
2016,EUR,CHN,2515.051692165376,407003.4588892589,409518.5105814243
2017,EUR,CHN,3292.128964099753,317398.1652511307,320690.29421523045
2018,EUR,CHN,7274.502518473728,591966.58102389,599241.0835423637
2019,EUR,CHN,7423.376287449523,1668520.4279159303,1675943.80420338
2000,EUR,COK,64.90235017836093,7.9433289067819715,72.8456790851429
2001,EUR,COK,23.211444635316724,17.559837175998837,40.77128181131556
2002,EUR,COK,38.178472013399,14.080983790569007,52.25945580396801
2003,EUR,COK,80.79134637452663,14.273386233020574,95.0647326075472
2004,EUR,COK,68.15530681982636,10.271178984083235,78.4264858039096
2005,EUR,COK,153.7334921753034,17.860932890791446,171.59442506609486
2006,EUR,COK,156.80301154600457,6.584015905717388,163.38702745172196
2007,EUR,COK,133.6349185991846,8.538792665898798,142.1737112650834
2008,EUR,COK,133.38691152339803,9.335805313577875,142.7227168369759
2009,EUR,COK,43.302193399816744,0.9099823808856309,44.212175780702374
2010,EUR,COK,39.60541479028761,2.4021084758453073,42.00752326613292
2011,EUR,COK,177.2843708343245,4.320949488691985,181.60532032301649
2012,EUR,COK,22.691679714983337,1.580149330291897,24.271829045275233
2013,EUR,COK,184.75338955670594,2.2736997376196086,187.02708929432555
2014,EUR,COK,20.321123153707006,3.9864766222424803,24.307599775949488
2015,EUR,COK,131.97207844369115,4.266807073401287,136.23888551709243
2016,EUR,COK,64.89364324705676,4.81732352670515,69.71096677376191
2017,EUR,COK,30.74132107719779,1.2362979624886066,31.977619039686395
2018,EUR,COK,84.25912015968933,6.5277470567962155,90.78686721648555
2019,EUR,COK,158.9713515399024,7.293027156218887,166.2643786961213
2000,EUR,FJI,222.1123124197125,2321.7167822479737,2543.829094667686
2001,EUR,FJI,202.70470250044013,4697.901677814945,4900.606380315386
2002,EUR,FJI,358.41015907004476,789.4504736176973,1147.860632687742
2003,EUR,FJI,294.67581294011325,4695.06864341801,4989.744456358123
2004,EUR,FJI,306.0940203234553,686.8316979295387,992.925718252994
2005,EUR,FJI,92.40068007204681,2248.454215826234,2340.8548958982806
2006,EUR,FJI,142.28211447894574,3185.6584237653574,3327.9405382443033
2007,EUR,FJI,555.3895665740035,878.4526466527668,1433.8422132267704
2008,EUR,FJI,513.5254296855443,1481.1068421204764,1994.6322718060205
2009,EUR,FJI,291.8802107575535,2241.6970767639386,2533.577287521492
2010,EUR,FJI,171.10832226900382,5935.423280647443,6106.531602916447
2011,EUR,FJI,269.2548579363618,2771.4744621304044,3040.7293200667664
2012,EUR,FJI,581.5512862009928,9969.942643151535,10551.493929352528
2013,EUR,FJI,246.628809503885,5464.182269032561,5710.811078536446
2014,EUR,FJI,58.75698888567274,5551.374050428635,5610.131039314308
2015,EUR,FJI,218.89518428370357,8970.525785541533,9189.420969825236
2016,EUR,FJI,521.2721060062875,1617.3496209917585,2138.621726998046
2017,EUR,FJI,471.47477875729095,9214.325611516646,9685.8003902739365
2018,EUR,FJI,152.86225744982946,10177.150267624762,10330.012525074591
2019,EUR,FJI,401.1246108736843,8874.778414978598,9275.903025852283
2000,EUR,FSM,0,355.197118726559,355.197118726559
2001,EUR,FSM,0,116.188317238586,116.188317238586
2002,EUR,FSM,0,24.573141358699644,24.573141358699644
2003,EUR,FSM,0,204.50737087647428,204.50737087647428
2004,EUR,FSM,0,216.97109528146683,216.97109528146683
2005,EUR,FSM,0,77.82991745029577,77.82991745029577
2006,EUR,FSM,0,154.82294455878437,154.82294455878437
2007,EUR,FSM,0,76.04505904815159,76.04505904815159
2008,EUR,FSM,0,175.75734384637326,175.75734384637326
2009,EUR,FSM,0,166.757724720845,166.757724720845
2010,EUR,FSM,0,48.91595917996018,48.91595917996018
2011,EUR,FSM,0,60.04253269545734,60.04253269545734
2012,EUR,FSM,0,125.54206948000937,125.54206948000937
2013,EUR,FSM,0,152.4865522161126,152.4865522161126
2014,EUR,FSM,0,78.89810540899634,78.89810540899634
2015,EUR,FSM,0,107.26922590583563,107.26922590583563
2016,EUR,FSM,0,104.24675261019729,104.24675261019729
2017,EUR,FSM,0,72.41592790894211,72.41592790894211
2018,EUR,FSM,0,199.75393471275456,199.75393471275456
2019,EUR,FSM,0,208.32460657358172,208.32460657358172
2000,EUR,GUM,0,6.76163789909333,6.76163789909333
2001,EUR,GUM,0,4.142361092958599,4.142361092958599
2002,EUR,GUM,0,2.5528767538815735,2.5528767538815735
2003,EUR,GUM,0,0.764109813533723,0.764109813533723
2004,EUR,GUM,0,4.304155004769564,4.304155004769564
2005,EUR,GUM,0,4.835064889350906,4.835064889350906
2006,EUR,GUM,0,3.0416143114771694,3.0416143114771694
2007,EUR,GUM,0,0.3191450713481754,0.3191450713481754
2008,EUR,GUM,0,2.5770398589223626,2.5770398589223626
2009,EUR,GUM,0,0.8849589493963868,0.8849589493963868
2010,EUR,GUM,0,0.48383172415196896,0.48383172415196896
2011,EUR,GUM,0,1.5340178098063917,1.5340178098063917
2012,EUR,GUM,0,0.5110493320040405,0.5110493320040405
2013,EUR,GUM,0,1.2905537930782884,1.2905537930782884
2014,EUR,GUM,0,1.0052683178335429,1.0052683178335429
2015,EUR,GUM,0,1.8678494682069866,1.8678494682069866
2016,EUR,GUM,0,1.4187254261225464,1.4187254261225464
2017,EUR,GUM,0,1.697113028820604,1.697113028820604
2018,EUR,GUM,0,0.4192189199849963,0.4192189199849963
2019,EUR,GUM,0,1.285767241474241,1.285767241474241
2000,EUR,HKG,39402.74537078812,142819.62569393893,182222.37106472705
2001,EUR,HKG,22520.267431609704,121314.95037169676,143835.21780330647
2002,EUR,HKG,37866.149510178715,10688.27337894123,48554.422889119945
2003,EUR,HKG,35568.44311876339,97340.88721439862,132909.330333162
2004,EUR,HKG,11779.327477264404,59854.91110783661,71634.23858510102
2005,EUR,HKG,32894.46474224054,139221.19995647133,172115.6646987119
2006,EUR,HKG,30674.912336763886,126405.58295189237,157080.49528865627
2007,EUR,HKG,44308.97637336394,61305.109974625375,105614.08634798932
2008,EUR,HKG,3931.2449057916347,76189.22787074525,80120.47277653689
2009,EUR,HKG,2637.441458044257,106913.52152276547,109550.96298080972
2010,EUR,HKG,39149.836202273524,129332.07192482948,168481.908127103
2011,EUR,HKG,5033.91242205301,63777.63468192177,68811.54710397478
2012,EUR,HKG,5026.211090390756,170940.82887703786,175967.0399674286
2013,EUR,HKG,40871.788420808465,153058.01289676942,193929.8013175779
2014,EUR,HKG,15929.987017136067,60379.76095158994,76309.747968726
2015,EUR,HKG,5365.921500784254,99871.98629031787,105237.90779110213
2016,EUR,HKG,50097.48920928947,21990.52256583351,72088.01177512298
2017,EUR,HKG,41438.06726018716,34702.50783568264,76140.5750958698
2018,EUR,HKG,41758.12517250073,72649.50046375656,114407.62563625729
2019,EUR,HKG,18865.9909086477,127117.3506953436,145983.34160399128
2000,EUR,IDN,12356.962383457274,332617.946828395,344974.9092118523
2001,EUR,IDN,15025.60492790155,48061.097803505225,63086.702731406775
2002,EUR,IDN,12426.551034925833,68678.33222506098,81104.88325998682
2003,EUR,IDN,2957.4016896291632,117413.56126886928,120370.96295849844
2004,EUR,IDN,24310.642037886428,34311.716365693224,58622.35840357965
2005,EUR,IDN,32930.0801258048,250654.60301541726,283584.68314122205
2006,EUR,IDN,10097.637602753926,236061.6007596031,246159.23836235705
2007,EUR,IDN,32709.42883678496,332311.6858330497,365021.1146698347
2008,EUR,IDN,39428.588865985206,116088.71551749614,155517.30438348133
2009,EUR,IDN,18123.869666807055,29305.606032268755,47429.47569907581
2010,EUR,IDN,13511.49299163022,172846.10662770682,186357.59961933704
2011,EUR,IDN,65220.80980153613,164566.7095312498,229787.51933278592
2012,EUR,IDN,13739.139590570288,139845.99041694522,153585.13000751552
2013,EUR,IDN,21351.35289676011,231910.153644429,253261.5065411891
2014,EUR,IDN,41887.810196371756,225093.0377252181,266980.84792158986
2015,EUR,IDN,17919.41581395315,262677.2866154334,280596.70242938655
2016,EUR,IDN,4734.764933178885,209072.00469805766,213806.76963123656
2017,EUR,IDN,60340.14442111284,223930.4629944749,284270.60741558776
2018,EUR,IDN,46147.981103911305,344658.20485005487,390806.18595396617
2019,EUR,IDN,4864.8966206396435,289764.6696267087,294629.5662473484
2000,EUR,IND,6617.541764739435,100720.02597339556,107337.567738135
2001,EUR,IND,19738.561630094453,70605.86980720318,90344.43143729764
2002,EUR,IND,4482.347180447522,1174894.0193745478,1179376.3665549953
2003,EUR,IND,13447.635433633634,1444237.324705319,1457684.9601389526
2004,EUR,IND,1653.1943862352236,86039.50816161488,87692.7025478501
2005,EUR,IND,5879.464039945556,578391.3799269611,584270.8439669067
2006,EUR,IND,9940.428917696625,1635874.4179193024,1645814.846836999
2007,EUR,IND,2452.3720196829545,1218397.1568450106,1220849.5288646936
2008,EUR,IND,17963.632576379998,154112.4057140922,172076.03829047218
2009,EUR,IND,12021.349633688937,251649.44382977462,263670.79346346355
2010,EUR,IND,11579.81427499773,258397.4216358317,269977.23591082945
2011,EUR,IND,1011.1841804052056,952627.313865853,953638.4980462582
2012,EUR,IND,11043.109374319836,794975.0214283015,806018.13080262125
2013,EUR,IND,7707.395111580472,173072.74788133032,180780.14299291078
2014,EUR,IND,13857.712895513996,1009671.4926184595,1023529.2055139735
2015,EUR,IND,9915.84077254804,725230.1195899276,735145.9603624756
2016,EUR,IND,12197.064392326516,1095829.588654567,1108026.6530468934
2017,EUR,IND,15021.715881000739,1501974.4531954613,1516996.169076462
2018,EUR,IND,12921.262449657755,914074.1705996734,926995.4330493312
2019,EUR,IND,14372.874471449852,1004075.9537448465,1018448.8282162964
2000,EUR,IRN,0,453235.4403459877,453235.4403459877
2001,EUR,IRN,0,292439.8232254375,292439.8232254375
2002,EUR,IRN,0,259776.86940716952,259776.86940716952
2003,EUR,IRN,0,581979.2832911077,581979.2832911077
2004,EUR,IRN,0,432271.806965214,432271.806965214
2005,EUR,IRN,0,189573.6608445812,189573.6608445812
2006,EUR,IRN,0,334333.756476491,334333.756476491
2007,EUR,IRN,0,258430.09472452942,258430.09472452942
2008,EUR,IRN,0,315319.39539854456,315319.39539854456
2009,EUR,IRN,0,674238.624600941,674238.624600941
2010,EUR,IRN,0,101654.79083849257,101654.79083849257
2011,EUR,IRN,0,389542.9204732921,389542.9204732921
2012,EUR,IRN,0,724711.620161922,724711.620161922
2013,EUR,IRN,0,113079.86282651871,113079.86282651871
2014,EUR,IRN,0,493584.4028200655,493584.4028200655
2015,EUR,IRN,0,580968.3090681419,580968.3090681419
2016,EUR,IRN,0,114188.89718018321,114188.89718018321
2017,EUR,IRN,0,205011.63658572303,205011.63658572303
2018,EUR,IRN,0,189529.8365558547,189529.8365558547
2019,EUR,IRN,0,512507.53879922885,512507.53879922885
2000,EUR,JPN,33274.3607173155,184217.19277249067,217491.5534898062
2001,EUR,JPN,5794.15364825874,141267.95651709236,147062.1101653511
2002,EUR,JPN,67489.97063706834,118023.54611111151,185513.51674817986
2003,EUR,JPN,80805.25111065665,75988.40353297142,156793.65464362808
2004,EUR,JPN,51344.111665284356,124792.58856604485,176136.70023132922
2005,EUR,JPN,74124.88207784444,176403.86300910078,250528.74508694522
2006,EUR,JPN,33973.47588263982,197498.99263527896,231472.46851791878
2007,EUR,JPN,38809.93243658751,60923.503335109344,99733.43577169685
2008,EUR,JPN,80445.36581117846,82765.1711561732,163210.53696735165
2009,EUR,JPN,17221.6378221184,128632.81790880747,145854.45573092587
2010,EUR,JPN,94127.23663715906,155212.35678386947,249339.59342102852
2011,EUR,JPN,16974.4283193788,120740.22527486557,137714.6535942444
2012,EUR,JPN,101618.16332111138,123543.40355300845,225161.56687411983
2013,EUR,JPN,7742.133728628418,43952.28947326618,51694.4232018946
2014,EUR,JPN,47513.09580219176,61689.28163294947,109202.37743514123
2015,EUR,JPN,104067.34490901316,72388.4409707454,176455.78587975856
2016,EUR,JPN,67698.04727976354,176733.04865142878,244431.09593119234
2017,EUR,JPN,113140.65765005723,50871.97537970476,164012.633029762
2018,EUR,JPN,56243.03249403807,123435.92812887285,179678.96062291093
2019,EUR,JPN,13496.53543148539,157294.173359837,170790.7087913224
2000,EUR,KHM,101.93051832397464,98532.57216355577,98634.50268187975
2001,EUR,KHM,1474.8739150290191,117135.28351865982,118610.15743368884
2002,EUR,KHM,163.81455314178947,34991.69701983985,35155.51157298164
2003,EUR,KHM,1562.4117980070785,33493.54013602006,35055.95193402714
2004,EUR,KHM,1426.605590332579,97739.5163111573,99166.12190148988
2005,EUR,KHM,293.66693146154284,15364.690541068558,15658.3574725301
2006,EUR,KHM,1260.7766765134782,38469.74564049454,39730.52231700802
2007,EUR,KHM,618.4375555649772,26346.48956598784,26964.927121552817
2008,EUR,KHM,962.620685175471,50879.919667398375,51842.540352573844
2009,EUR,KHM,381.84779858529566,37413.86235552998,37795.71015411527
2010,EUR,KHM,83.16882920637727,94384.2484224583,94467.41725166468
2011,EUR,KHM,466.34331938922406,30357.89698662523,30824.240306014453
2012,EUR,KHM,224.4304779422655,85236.42028082415,85460.85075876642
2013,EUR,KHM,607.9713933786004,93161.54027397058,93769.51166734917
2014,EUR,KHM,712.1518754303082,24341.63215862958,25053.78403405989
2015,EUR,KHM,659.184154830873,76458.00303493389,77117.18718976477
2016,EUR,KHM,106.992686930648,82710.1040780163,82817.09676494695
2017,EUR,KHM,146.21741285300817,27301.51750230368,27447.73491515669
2018,EUR,KHM,609.6071276487316,78380.82333482285,78990.43046247159
2019,EUR,KHM,363.2152619785629,81921.39176765681,82284.60702963537
2000,EUR,KIR,8.387648058356717,85.50387089792638,93.8915189562831
2001,EUR,KIR,13.852188699161633,186.8013514080085,200.65354010717013
2002,EUR,KIR,9.39586494079791,22.778546137269586,32.17441107806749
2003,EUR,KIR,20.622869638931007,272.55568086821586,293.17855050714684
2004,EUR,KIR,8.67465891033411,142.0444993171841,150.7191582275182
2005,EUR,KIR,11.149450316326693,213.7834200025536,224.9328703188803
2006,EUR,KIR,18.11348872902803,161.9390881875716,180.05257691659963
2007,EUR,KIR,6.811393901249392,104.17355956017971,110.9849534614291
2008,EUR,KIR,12.798756270045416,316.59441998232154,329.39317625236697
2009,EUR,KIR,10.343704223064707,206.70016028506683,217.04386450813155
2010,EUR,KIR,12.312696187617258,168.07741288063116,180.39010906824842
2011,EUR,KIR,3.794727770797909,96.78732315649277,100.58205092729068
2012,EUR,KIR,10.03024960361421,348.8203323950898,358.850581998704
2013,EUR,KIR,14.296200812403113,321.5942691547982,335.89046996720134
2014,EUR,KIR,10.69895993466489,274.3809314334113,285.07989136807623
2015,EUR,KIR,10.284956961870193,305.7001102351583,315.9850671970285
2016,EUR,KIR,13.963464441895486,414.0115180686116,427.9749825105071
2017,EUR,KIR,4.989431755617261,447.92882864838464,452.9182604040019
2018,EUR,KIR,4.764867607876658,41.22488459553571,45.98975220341237
2019,EUR,KIR,1.2285682078450915,225.33694241731428,226.56551062515936
2000,EUR,KOR,6840.927930542082,177735.63126296457,184576.55919350666
2001,EUR,KOR,12000.042278894318,74349.55518294638,86349.59746184069
2002,EUR,KOR,12930.68576880849,112451.86417425796,125382.54994306645
2003,EUR,KOR,10124.570598210768,168079.3591501151,178203.92974832587
2004,EUR,KOR,11834.881919456944,133567.42690752615,145402.3088269831
2005,EUR,KOR,802.6556628171356,37511.692110590724,38314.34777340786
2006,EUR,KOR,11496.390885671135,30859.412337948743,42355.80322361988
2007,EUR,KOR,7602.864824379235,168723.84085821666,176326.7056825959
2008,EUR,KOR,14064.797078985488,185099.48368667086,199164.28076565635
2009,EUR,KOR,8525.052674497478,109410.60641574177,117935.65909023925
2010,EUR,KOR,18757.36186647122,63684.469991217135,82441.83185768835
2011,EUR,KOR,7965.665320975333,85221.37468036091,93187.04000133624
2012,EUR,KOR,2613.7713122214373,121327.91105225062,123941.68236447206
2013,EUR,KOR,23336.25735270608,152567.33510533156,175903.59245803763
2014,EUR,KOR,12895.828928175179,188558.8435801292,201454.6725083044
2015,EUR,KOR,20020.55036861673,190531.3781372658,210551.92850588253
2016,EUR,KOR,8914.959986834623,125193.10439929078,134108.0643861254
2017,EUR,KOR,3311.4648186648265,163660.03689037752,166971.50170904235
2018,EUR,KOR,13629.200615511834,78263.01951598677,91892.2201314986
2019,EUR,KOR,23600.165770130043,236005.63351810526,259605.7992882353
2000,EUR,LAO,0,102888.52638467192,102888.52638467192
2001,EUR,LAO,0,28001.538374454005,28001.538374454005
2002,EUR,LAO,0,6026.541784267873,6026.541784267873
2003,EUR,LAO,0,72349.67452110081,72349.67452110081
2004,EUR,LAO,0,77656.6784527701,77656.6784527701
2005,EUR,LAO,0,52851.224348418604,52851.224348418604
2006,EUR,LAO,0,78187.46742026275,78187.46742026275
2007,EUR,LAO,0,23352.37696230253,23352.37696230253
2008,EUR,LAO,0,44459.75998846232,44459.75998846232
2009,EUR,LAO,0,69374.33990821317,69374.33990821317
2010,EUR,LAO,0,7582.032636623917,7582.032636623917
2011,EUR,LAO,0,20558.65946183394,20558.65946183394
